"date","season","year","month","holiday","weekday","workingday","weathersit","temperature","atemp","humidity","wind_speed","casual_users","registered_users","cnt","temp_range","temperature_range","recency","frequency","monetary","season_group","hour_group","humidity_group","Season Group","Hour Group","Humidity Group"
"2012-02-06","Winter","2012","February","No","Monday","Yes","Clear","0.282609","0.296426","0.622174","0.1538","206","3578","3784","Dingin","Cold","329","1","3784","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-02-07","Winter","2012","February","No","Tuesday","Yes","Clear","0.354167","0.361104","0.49625","0.147379","199","4176","4375","Dingin","Cold","328","1","4375","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2012-02-08","Winter","2012","February","No","Wednesday","Yes","Mist","0.256667","0.266421","0.722917","0.133721","109","2693","2802","Dingin","Cold","327","1","2802","","Evening","High Humidity","","Evening","High Humidity"
"2012-02-09","Winter","2012","February","No","Thursday","Yes","Clear","0.265","0.261988","0.562083","0.194037","163","3667","3830","Dingin","Cold","326","1","3830","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-02-10","Winter","2012","February","No","Friday","Yes","Mist","0.280833","0.293558","0.54","0.116929","227","3604","3831","Dingin","Cold","325","1","3831","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-02-11","Winter","2012","February","No","Saturday","No","Light Snow/Rain","0.224167","0.210867","0.73125","0.289796","192","1977","2169","Dingin","Cold","324","1","2169","","Evening","High Humidity","","Evening","High Humidity"
"2012-02-12","Winter","2012","February","No","Sunday","No","Clear","0.1275","0.101658","0.464583","0.409212","73","1456","1529","Sangat Dingin","Very Cold","323","1","1529","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-02-13","Winter","2012","February","No","Monday","Yes","Clear","0.2225","0.227913","0.41125","0.167283","94","3328","3422","Dingin","Cold","322","1","3422","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-02-14","Winter","2012","February","No","Tuesday","Yes","Mist","0.319167","0.333946","0.50875","0.141179","135","3787","3922","Dingin","Cold","321","1","3922","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-02-15","Winter","2012","February","No","Wednesday","Yes","Clear","0.348333","0.351629","0.53125","0.1816","141","4028","4169","Dingin","Cold","320","1","4169","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-02-16","Winter","2012","February","No","Thursday","Yes","Mist","0.316667","0.330162","0.752917","0.091425","74","2931","3005","Dingin","Cold","319","1","3005","","Night","High Humidity","","Night","High Humidity"
"2012-02-17","Winter","2012","February","No","Friday","Yes","Clear","0.343333","0.351629","0.634583","0.205846","349","3805","4154","Dingin","Cold","318","1","4154","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-02-18","Winter","2012","February","No","Saturday","No","Clear","0.346667","0.355425","0.534583","0.190929","1435","2883","4318","Dingin","Cold","317","1","4318","","Night","Moderate Humidity","","Morning","Moderate Humidity"
"2012-02-19","Winter","2012","February","No","Sunday","No","Mist","0.28","0.265788","0.515833","0.253112","618","2071","2689","Dingin","Cold","316","1","2689","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-02-20","Winter","2012","February","Yes","Monday","No","Clear","0.28","0.273391","0.507826","0.229083","502","2627","3129","Dingin","Cold","315","1","3129","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-02-21","Winter","2012","February","No","Tuesday","Yes","Clear","0.287826","0.295113","0.594348","0.205717","163","3614","3777","Dingin","Cold","314","1","3777","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-02-22","Winter","2012","February","No","Wednesday","Yes","Clear","0.395833","0.392667","0.567917","0.234471","394","4379","4773","Dingin","Cold","313","1","4773","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-02-23","Winter","2012","February","No","Thursday","Yes","Clear","0.454167","0.444446","0.554583","0.190913","516","4546","5062","Sedang","Mild","312","1","5062","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-02-24","Winter","2012","February","No","Friday","Yes","Mist","0.4075","0.410971","0.7375","0.237567","246","3241","3487","Sedang","Mild","311","1","3487","","Morning","High Humidity","","Afternoon","High Humidity"
"2012-02-25","Winter","2012","February","No","Saturday","No","Clear","0.290833","0.255675","0.395833","0.421642","317","2415","2732","Dingin","Cold","310","1","2732","","Afternoon","Low Humidity","","Afternoon","Low Humidity"
"2012-02-26","Winter","2012","February","No","Sunday","No","Clear","0.279167","0.268308","0.41","0.205229","515","2874","3389","Dingin","Cold","309","1","3389","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-02-27","Winter","2012","February","No","Monday","Yes","Clear","0.366667","0.357954","0.490833","0.268033","253","4069","4322","Dingin","Cold","308","1","4322","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-02-28","Winter","2012","February","No","Tuesday","Yes","Clear","0.359167","0.353525","0.395833","0.193417","229","4134","4363","Dingin","Cold","307","1","4363","","Afternoon","Low Humidity","","Afternoon","Low Humidity"
"2012-02-29","Winter","2012","February","No","Wednesday","Yes","Mist","0.344348","0.34847","0.804783","0.179117","65","1769","1834","Dingin","Cold","306","1","1834","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-03-01","Winter","2012","March","No","Thursday","Yes","Clear","0.485833","0.475371","0.615417","0.226987","325","4665","4990","Sedang","Mild","305","1","4990","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-02","Winter","2012","March","No","Friday","Yes","Mist","0.353333","0.359842","0.657083","0.144904","246","2948","3194","Dingin","Cold","304","1","3194","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-03","Winter","2012","March","No","Saturday","No","Mist","0.414167","0.413492","0.62125","0.161079","956","3110","4066","Sedang","Mild","303","1","4066","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-04","Winter","2012","March","No","Sunday","No","Clear","0.325833","0.303021","0.403333","0.334571","710","2713","3423","Dingin","Cold","302","1","3423","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-05","Winter","2012","March","No","Monday","Yes","Clear","0.243333","0.241171","0.50625","0.228858","203","3130","3333","Dingin","Cold","301","1","3333","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-06","Winter","2012","March","No","Tuesday","Yes","Clear","0.258333","0.255042","0.456667","0.200875","221","3735","3956","Dingin","Cold","300","1","3956","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-07","Winter","2012","March","No","Wednesday","Yes","Clear","0.404167","0.3851","0.513333","0.345779","432","4484","4916","Sedang","Mild","299","1","4916","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-03-08","Winter","2012","March","No","Thursday","Yes","Clear","0.5275","0.524604","0.5675","0.441563","486","4896","5382","Sedang","Mild","298","1","5382","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-03-09","Winter","2012","March","No","Friday","Yes","Mist","0.410833","0.397083","0.407083","0.4148","447","4122","4569","Sedang","Mild","297","1","4569","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-03-10","Winter","2012","March","No","Saturday","No","Clear","0.2875","0.277767","0.350417","0.22575","968","3150","4118","Dingin","Cold","296","1","4118","","Night","Low Humidity","","Night","Low Humidity"
"2012-03-11","Winter","2012","March","No","Sunday","No","Clear","0.361739","0.35967","0.476957","0.222587","1658","3253","4911","Dingin","Cold","295","1","4911","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-03-12","Winter","2012","March","No","Monday","Yes","Clear","0.466667","0.459592","0.489167","0.207713","838","4460","5298","Sedang","Mild","294","1","5298","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-03-13","Winter","2012","March","No","Tuesday","Yes","Clear","0.565","0.542929","0.6175","0.23695","762","5085","5847","Sedang","Mild","293","1","5847","","Night","Moderate Humidity","","Morning","Moderate Humidity"
"2012-03-14","Winter","2012","March","No","Wednesday","Yes","Clear","0.5725","0.548617","0.507083","0.115062","997","5315","6312","Sedang","Mild","292","1","6312","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-03-15","Winter","2012","March","No","Thursday","Yes","Clear","0.5575","0.532825","0.579583","0.149883","1005","5187","6192","Sedang","Mild","291","1","6192","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-03-16","Winter","2012","March","No","Friday","Yes","Mist","0.435833","0.436229","0.842083","0.113192","548","3830","4378","Sedang","Mild","290","1","4378","","Morning","High Humidity","","Morning","High Humidity"
"2012-03-17","Winter","2012","March","No","Saturday","No","Mist","0.514167","0.505046","0.755833","0.110704","3155","4681","7836","Sedang","Mild","289","1","7836","","Morning","High Humidity","","Morning","High Humidity"
"2012-03-18","Winter","2012","March","No","Sunday","No","Mist","0.4725","0.464","0.81","0.126883","2207","3685","5892","Sedang","Mild","288","1","5892","","Morning","High Humidity","","Morning","High Humidity"
"2012-03-19","Winter","2012","March","No","Monday","Yes","Clear","0.545","0.532821","0.72875","0.162317","982","5171","6153","Sedang","Mild","287","1","6153","","Morning","High Humidity","","Afternoon","High Humidity"
"2012-03-20","Winter","2012","March","No","Tuesday","Yes","Clear","0.560833","0.538533","0.807917","0.121271","1051","5042","6093","Sedang","Mild","286","1","6093","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-03-21","Spring","2012","March","No","Wednesday","Yes","Mist","0.531667","0.513258","0.82125","0.0895583","1122","5108","6230","Sedang","Mild","285","1","6230","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-03-22","Spring","2012","March","No","Thursday","Yes","Clear","0.554167","0.531567","0.83125","0.117562","1334","5537","6871","Sedang","Mild","284","1","6871","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-03-23","Spring","2012","March","No","Friday","Yes","Mist","0.601667","0.570067","0.694167","0.1163","2469","5893","8362","Hangat","Warm","283","1","8362","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-03-24","Spring","2012","March","No","Saturday","No","Mist","0.5025","0.486733","0.885417","0.192783","1033","2339","3372","Sedang","Mild","282","1","3372","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-03-25","Spring","2012","March","No","Sunday","No","Mist","0.4375","0.437488","0.880833","0.220775","1532","3464","4996","Sedang","Mild","281","1","4996","","Afternoon","High Humidity","","Evening","High Humidity"
"2012-03-26","Spring","2012","March","No","Monday","Yes","Clear","0.445833","0.43875","0.477917","0.386821","795","4763","5558","Sedang","Mild","280","1","5558","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-27","Spring","2012","March","No","Tuesday","Yes","Clear","0.323333","0.315654","0.29","0.187192","531","4571","5102","Dingin","Cold","279","1","5102","","Evening","Low Humidity","","Evening","Low Humidity"
"2012-03-28","Spring","2012","March","No","Wednesday","Yes","Clear","0.484167","0.47095","0.48125","0.291671","674","5024","5698","Sedang","Mild","278","1","5698","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-29","Spring","2012","March","No","Thursday","Yes","Clear","0.494167","0.482304","0.439167","0.31965","834","5299","6133","Sedang","Mild","277","1","6133","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-30","Spring","2012","March","No","Friday","Yes","Mist","0.37","0.375621","0.580833","0.138067","796","4663","5459","Dingin","Cold","276","1","5459","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-03-31","Spring","2012","March","No","Saturday","No","Mist","0.424167","0.421708","0.738333","0.250617","2301","3934","6235","Sedang","Mild","275","1","6235","","Night","High Humidity","","Night","High Humidity"
"2012-04-01","Spring","2012","April","No","Sunday","No","Mist","0.425833","0.417287","0.67625","0.172267","2347","3694","6041","Sedang","Mild","274","1","6041","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-04-02","Spring","2012","April","No","Monday","Yes","Clear","0.433913","0.427513","0.504348","0.312139","1208","4728","5936","Sedang","Mild","273","1","5936","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-04-03","Spring","2012","April","No","Tuesday","Yes","Clear","0.466667","0.461483","0.396667","0.100133","1348","5424","6772","Sedang","Mild","272","1","6772","","Night","Low Humidity","","Night","Low Humidity"
"2012-04-04","Spring","2012","April","No","Wednesday","Yes","Clear","0.541667","0.53345","0.469583","0.180975","1058","5378","6436","Sedang","Mild","271","1","6436","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-04-05","Spring","2012","April","No","Thursday","Yes","Clear","0.435","0.431163","0.374167","0.219529","1192","5265","6457","Sedang","Mild","270","1","6457","","Night","Low Humidity","","Night","Low Humidity"
"2012-04-06","Spring","2012","April","No","Friday","Yes","Clear","0.403333","0.390767","0.377083","0.300388","1807","4653","6460","Sedang","Mild","269","1","6460","","Night","Low Humidity","","Morning","Low Humidity"
"2012-04-07","Spring","2012","April","No","Saturday","No","Clear","0.4375","0.426129","0.254167","0.274871","3252","3605","6857","Sedang","Mild","268","1","6857","","Morning","Low Humidity","","Morning","Low Humidity"
"2012-04-08","Spring","2012","April","No","Sunday","No","Clear","0.5","0.492425","0.275833","0.232596","2230","2939","5169","Sedang","Mild","267","1","5169","","Morning","Low Humidity","","Morning","Low Humidity"
"2012-04-09","Spring","2012","April","No","Monday","Yes","Clear","0.489167","0.476638","0.3175","0.358196","905","4680","5585","Sedang","Mild","266","1","5585","","Morning","Low Humidity","","Morning","Low Humidity"
"2012-04-10","Spring","2012","April","No","Tuesday","Yes","Clear","0.446667","0.436233","0.435","0.249375","819","5099","5918","Sedang","Mild","265","1","5918","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-04-11","Spring","2012","April","No","Wednesday","Yes","Clear","0.348696","0.337274","0.469565","0.295274","482","4380","4862","Dingin","Cold","264","1","4862","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-04-12","Spring","2012","April","No","Thursday","Yes","Clear","0.3975","0.387604","0.46625","0.290429","663","4746","5409","Dingin","Cold","263","1","5409","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-04-13","Spring","2012","April","No","Friday","Yes","Clear","0.4425","0.431808","0.408333","0.155471","1252","5146","6398","Sedang","Mild","262","1","6398","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-04-14","Spring","2012","April","No","Saturday","No","Clear","0.495","0.487996","0.502917","0.190917","2795","4665","7460","Sedang","Mild","261","1","7460","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-04-15","Spring","2012","April","No","Sunday","No","Clear","0.606667","0.573875","0.507917","0.225129","2846","4286","7132","Hangat","Warm","260","1","7132","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-04-16","Spring","2012","April","Yes","Monday","No","Clear","0.664167","0.614925","0.561667","0.284829","1198","5172","6370","Hangat","Warm","259","1","6370","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-04-17","Spring","2012","April","No","Tuesday","Yes","Clear","0.608333","0.598487","0.390417","0.273629","989","5702","6691","Hangat","Warm","258","1","6691","","Afternoon","Low Humidity","","Afternoon","Low Humidity"
"2012-04-18","Spring","2012","April","No","Wednesday","Yes","Mist","0.463333","0.457038","0.569167","0.167912","347","4020","4367","Sedang","Mild","257","1","4367","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2012-04-19","Spring","2012","April","No","Thursday","Yes","Clear","0.498333","0.493046","0.6125","0.0659292","846","5719","6565","Sedang","Mild","256","1","6565","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-04-20","Spring","2012","April","No","Friday","Yes","Clear","0.526667","0.515775","0.694583","0.149871","1340","5950","7290","Sedang","Mild","255","1","7290","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-04-21","Spring","2012","April","No","Saturday","No","Clear","0.57","0.542921","0.682917","0.283587","2541","4083","6624","Sedang","Mild","254","1","6624","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-04-22","Spring","2012","April","No","Sunday","No","Light Snow/Rain","0.396667","0.389504","0.835417","0.344546","120","907","1027","Dingin","Cold","253","1","1027","","Evening","High Humidity","","Evening","High Humidity"
"2012-04-23","Spring","2012","April","No","Monday","Yes","Mist","0.321667","0.301125","0.766667","0.303496","195","3019","3214","Dingin","Cold","252","1","3214","","Evening","High Humidity","","Evening","High Humidity"
"2012-04-24","Spring","2012","April","No","Tuesday","Yes","Clear","0.413333","0.405283","0.454167","0.249383","518","5115","5633","Sedang","Mild","251","1","5633","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-04-25","Spring","2012","April","No","Wednesday","Yes","Clear","0.476667","0.470317","0.427917","0.118792","655","5541","6196","Sedang","Mild","250","1","6196","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-04-26","Spring","2012","April","No","Thursday","Yes","Mist","0.498333","0.483583","0.756667","0.176625","475","4551","5026","Sedang","Mild","249","1","5026","","Night","High Humidity","","Night","High Humidity"
"2012-04-27","Spring","2012","April","No","Friday","Yes","Clear","0.4575","0.452637","0.400833","0.347633","1014","5219","6233","Sedang","Mild","248","1","6233","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-04-28","Spring","2012","April","No","Saturday","No","Mist","0.376667","0.377504","0.489583","0.129975","1120","3100","4220","Dingin","Cold","247","1","4220","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-04-29","Spring","2012","April","No","Sunday","No","Clear","0.458333","0.450121","0.587083","0.116908","2229","4075","6304","Sedang","Mild","246","1","6304","","Night","Moderate Humidity","","Morning","Moderate Humidity"
"2012-04-30","Spring","2012","April","No","Monday","Yes","Mist","0.464167","0.457696","0.57","0.171638","665","4907","5572","Sedang","Mild","245","1","5572","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-05-01","Spring","2012","May","No","Tuesday","Yes","Mist","0.613333","0.577021","0.659583","0.156096","653","5087","5740","Hangat","Warm","244","1","5740","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-05-02","Spring","2012","May","No","Wednesday","Yes","Clear","0.564167","0.537896","0.797083","0.138058","667","5502","6169","Sedang","Mild","243","1","6169","","Morning","High Humidity","","Morning","High Humidity"
"2012-05-03","Spring","2012","May","No","Thursday","Yes","Mist","0.56","0.537242","0.768333","0.133696","764","5657","6421","Sedang","Mild","242","1","6421","","Morning","High Humidity","","Morning","High Humidity"
"2012-05-04","Spring","2012","May","No","Friday","Yes","Clear","0.6275","0.590917","0.735417","0.162938","1069","5227","6296","Hangat","Warm","241","1","6296","","Morning","High Humidity","","Morning","High Humidity"
"2012-05-05","Spring","2012","May","No","Saturday","No","Mist","0.621667","0.584608","0.756667","0.152992","2496","4387","6883","Hangat","Warm","240","1","6883","","Morning","High Humidity","","Afternoon","High Humidity"
"2012-05-06","Spring","2012","May","No","Sunday","No","Mist","0.5625","0.546737","0.74","0.149879","2135","4224","6359","Sedang","Mild","239","1","6359","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-05-07","Spring","2012","May","No","Monday","Yes","Mist","0.5375","0.527142","0.664167","0.230721","1008","5265","6273","Sedang","Mild","238","1","6273","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-05-08","Spring","2012","May","No","Tuesday","Yes","Mist","0.581667","0.557471","0.685833","0.296029","738","4990","5728","Sedang","Mild","237","1","5728","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-05-09","Spring","2012","May","No","Wednesday","Yes","Mist","0.575","0.553025","0.744167","0.216412","620","4097","4717","Sedang","Mild","236","1","4717","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-05-10","Spring","2012","May","No","Thursday","Yes","Clear","0.505833","0.491783","0.552083","0.314063","1026","5546","6572","Sedang","Mild","235","1","6572","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-05-11","Spring","2012","May","No","Friday","Yes","Clear","0.533333","0.520833","0.360417","0.236937","1319","5711","7030","Sedang","Mild","234","1","7030","","Afternoon","Low Humidity","","Evening","Low Humidity"
"2012-05-12","Spring","2012","May","No","Saturday","No","Clear","0.564167","0.544817","0.480417","0.123133","2622","4807","7429","Sedang","Mild","233","1","7429","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-05-13","Spring","2012","May","No","Sunday","No","Clear","0.6125","0.585238","0.57625","0.225117","2172","3946","6118","Hangat","Warm","232","1","6118","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-05-14","Spring","2012","May","No","Monday","Yes","Mist","0.573333","0.5499","0.789583","0.212692","342","2501","2843","Sedang","Mild","231","1","2843","","Evening","High Humidity","","Evening","High Humidity"
"2012-05-15","Spring","2012","May","No","Tuesday","Yes","Mist","0.611667","0.576404","0.794583","0.147392","625","4490","5115","Hangat","Warm","230","1","5115","","Evening","High Humidity","","Evening","High Humidity"
"2012-05-16","Spring","2012","May","No","Wednesday","Yes","Clear","0.636667","0.595975","0.697917","0.122512","991","6433","7424","Hangat","Warm","229","1","7424","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-05-17","Spring","2012","May","No","Thursday","Yes","Clear","0.593333","0.572613","0.52","0.229475","1242","6142","7384","Sedang","Mild","228","1","7384","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-05-18","Spring","2012","May","No","Friday","Yes","Clear","0.564167","0.551121","0.523333","0.136817","1521","6118","7639","Sedang","Mild","227","1","7639","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-05-19","Spring","2012","May","No","Saturday","No","Clear","0.6","0.566908","0.45625","0.083975","3410","4884","8294","Sedang","Mild","226","1","8294","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-05-20","Spring","2012","May","No","Sunday","No","Clear","0.620833","0.583967","0.530417","0.254367","2704","4425","7129","Hangat","Warm","225","1","7129","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-05-21","Spring","2012","May","No","Monday","Yes","Mist","0.598333","0.565667","0.81125","0.233204","630","3729","4359","Sedang","Mild","224","1","4359","","Night","High Humidity","","Night","High Humidity"
"2012-05-22","Spring","2012","May","No","Tuesday","Yes","Mist","0.615","0.580825","0.765833","0.118167","819","5254","6073","Hangat","Warm","223","1","6073","","Night","High Humidity","","Morning","High Humidity"
"2012-05-23","Spring","2012","May","No","Wednesday","Yes","Mist","0.621667","0.584612","0.774583","0.102","766","4494","5260","Hangat","Warm","222","1","5260","","Morning","High Humidity","","Morning","High Humidity"
"2012-05-24","Spring","2012","May","No","Thursday","Yes","Clear","0.655","0.6067","0.716667","0.172896","1059","5711","6770","Hangat","Warm","221","1","6770","","Morning","High Humidity","","Morning","High Humidity"
"2012-05-25","Spring","2012","May","No","Friday","Yes","Clear","0.68","0.627529","0.747083","0.14055","1417","5317","6734","Hangat","Warm","220","1","6734","","Morning","High Humidity","","Morning","High Humidity"
"2012-05-26","Spring","2012","May","No","Saturday","No","Clear","0.6925","0.642696","0.7325","0.198992","2855","3681","6536","Hangat","Warm","219","1","6536","","Morning","High Humidity","","Morning","High Humidity"
"2012-05-27","Spring","2012","May","No","Sunday","No","Clear","0.69","0.641425","0.697083","0.215171","3283","3308","6591","Hangat","Warm","218","1","6591","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-05-28","Spring","2012","May","Yes","Monday","No","Clear","0.7125","0.6793","0.67625","0.196521","2557","3486","6043","Hangat","Warm","217","1","6043","","Morning","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-05-29","Spring","2012","May","No","Tuesday","Yes","Clear","0.7225","0.672992","0.684583","0.2954","880","4863","5743","Hangat","Warm","216","1","5743","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-05-30","Spring","2012","May","No","Wednesday","Yes","Mist","0.656667","0.611129","0.67","0.134329","745","6110","6855","Hangat","Warm","215","1","6855","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-05-31","Spring","2012","May","No","Thursday","Yes","Clear","0.68","0.631329","0.492917","0.195279","1100","6238","7338","Hangat","Warm","214","1","7338","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-06-01","Spring","2012","June","No","Friday","Yes","Mist","0.654167","0.607962","0.755417","0.237563","533","3594","4127","Hangat","Warm","213","1","4127","","Afternoon","High Humidity","","Afternoon","High Humidity"
"2012-06-02","Spring","2012","June","No","Saturday","No","Clear","0.583333","0.566288","0.549167","0.186562","2795","5325","8120","Sedang","Mild","212","1","8120","","Afternoon","Moderate Humidity","","Afternoon","Moderate Humidity"
"2012-06-03","Spring","2012","June","No","Sunday","No","Clear","0.6025","0.575133","0.493333","0.184087","2494","5147","7641","Hangat","Warm","211","1","7641","","Afternoon","Moderate Humidity","","Evening","Moderate Humidity"
"2012-06-04","Spring","2012","June","No","Monday","Yes","Clear","0.5975","0.578283","0.487083","0.284833","1071","5927","6998","Sedang","Mild","210","1","6998","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-06-05","Spring","2012","June","No","Tuesday","Yes","Mist","0.540833","0.525892","0.613333","0.209575","968","6033","7001","Sedang","Mild","209","1","7001","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-06-06","Spring","2012","June","No","Wednesday","Yes","Clear","0.554167","0.542292","0.61125","0.077125","1027","6028","7055","Sedang","Mild","208","1","7055","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-06-07","Spring","2012","June","No","Thursday","Yes","Clear","0.6025","0.569442","0.567083","0.15735","1038","6456","7494","Hangat","Warm","207","1","7494","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-06-08","Spring","2012","June","No","Friday","Yes","Clear","0.649167","0.597862","0.467917","0.175383","1488","6248","7736","Hangat","Warm","206","1","7736","","Evening","Moderate Humidity","","Evening","Moderate Humidity"
"2012-06-09","Spring","2012","June","No","Saturday","No","Clear","0.710833","0.648367","0.437083","0.144287","2708","4790","7498","Hangat","Warm","205","1","7498","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-06-10","Spring","2012","June","No","Sunday","No","Clear","0.726667","0.663517","0.538333","0.133721","2224","4374","6598","Hangat","Warm","204","1","6598","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-06-11","Spring","2012","June","No","Monday","Yes","Mist","0.720833","0.659721","0.587917","0.207713","1017","5647","6664","Hangat","Warm","203","1","6664","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-06-12","Spring","2012","June","No","Tuesday","Yes","Mist","0.653333","0.597875","0.833333","0.214546","477","4495","4972","Hangat","Warm","202","1","4972","","Night","High Humidity","","Night","High Humidity"
"2012-06-13","Spring","2012","June","No","Wednesday","Yes","Clear","0.655833","0.611117","0.582083","0.343279","1173","6248","7421","Hangat","Warm","201","1","7421","","Night","Moderate Humidity","","Night","Moderate Humidity"
"2012-06-14","Spring","2012","June","No","Thursday","Yes","Clear","0.648333","0.624383","0.569583","0.253733","1180","6183","7363","Hangat","Warm","200","1","7363","","Night","Moderate Humidity","","Morning","Moderate Humidity"
"2012-06-15","Spring","2012","June","No","Friday","Yes","Clear","0.639167","0.599754","0.589583","0.176617","1563","6102","7665","Hangat","Warm","199","1","7665","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-06-16","Spring","2012","June","No","Saturday","No","Clear","0.631667","0.594708","0.504167","0.166667","2963","4739","7702","Hangat","Warm","198","1","7702","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-06-17","Spring","2012","June","No","Sunday","No","Clear","0.5925","0.571975","0.59875","0.144904","2634","4344","6978","Sedang","Mild","197","1","6978","","Morning","Moderate Humidity","","Morning","Moderate Humidity"
"2012-06-18","Spring","2012","June","No","Monday","Yes","Mist","0.568333","0.544842","0.777917","0.174746","653","4446","5099","Sedang","Mild","196","1","5099","","Morning","High Humidity","","Morning","High Humidity"
